,1600,6400,11200
0,1.0519422160737972,0.8308392673768091,0.7061374189811306
1,1.122551086006242,0.7036206550805243,0.5192351173273803
2,1.0875477844652572,0.6031985921339924,0.3898386758011076
3,1.0874894744129038,0.521754996071573,0.2978715857339984
4,1.1046211685278386,0.45403911041400474,0.23020761845290533
5,1.0925776301709824,0.3971457240478183,0.17910827832552273
6,1.103436577126384,0.3487745632857302,0.13996473916107133
7,1.120678591096777,0.30730816121136556,0.10972596454383439
8,1.1567543671067668,0.2714108568938516,0.08626152761075
9,1.12668290012777,0.24042661824098163,0.06799660787412677
10,1.137911060478095,0.21353296468076055,0.053744631956380205
11,1.1630209387925343,0.19011164257956567,0.042594144859635835
12,1.1522256770292933,0.1694867539165969,0.03385485726254964
13,1.131192391293443,0.15141671647759475,0.026986597690674612
14,1.125277661166475,0.13552154636218827,0.021568561235568426
15,1.098635975625113,0.1215220614665934,0.01727870452772722
16,1.1411248078096188,0.10916343527000859,0.013867965152899734
17,1.1208116573742801,0.09812029975452571,0.01114577262475055
18,1.0922115262074192,0.0882976081938508,0.008969976525724082
19,1.059932077285765,0.07950499282159042,0.007230808954445298
20,1.1080757658801708,0.07162450744696126,0.005839805704769145
21,1.1324280745365858,0.06454799711703083,0.004724064538324616
22,1.1776411641186209,0.05818453343182299,0.0038268304805111142
23,1.1332630378200408,0.052455986937799425,0.0031060479349960903
24,1.1027556686464304,0.04729736021242478,0.002525963150810433
25,1.103592324791434,0.04265222535460965,0.0020569765573727338
26,1.0898691238542684,0.03846862734597369,0.001677763514353287
27,1.1284404218941564,0.03469947376614844,0.001370771755511468
28,1.1831285202994732,0.03130244885963758,0.0011213990821844746
29,1.1386687740431625,0.02823967646616048,0.000918282538802505
30,1.1573587435768369,0.025478895439790792,0.0007527361928768268
31,1.10942731938798,0.022998750231631615,0.0006177518343537862
32,1.1077131357995005,0.02074974254581821,0.0005075722033797099
33,1.1045920613114066,0.01873141997756566,0.0004175883080006452
34,1.100147261145437,0.016910781462937785,0.000344083116063996
35,1.1101942647688687,0.015268796876579775,0.0002839722227651433
36,1.1030073910865439,0.013781137110933052,0.00023474205068865333
37,1.1125349912165843,0.012443550555592568,0.00019431357828585661
38,1.0832115702952207,0.011237659831621703,0.00016104513140562937
39,1.1494933126418654,0.010146846039041585,0.00013362809314590787
40,1.139691703025726,0.009163273686808651,0.00011102268238515314
41,1.1001008374818462,0.00827582000532227,9.233256825942882e-05
42,1.080345105128424,0.007474733634799621,7.682322254072445e-05
43,1.1340482822459292,0.006751703053900081,6.393637988053053e-05
44,1.1235499294226543,0.006099214544472196,5.322097731940964e-05
45,1.131531099496757,0.005510280592069634,4.430677499243975e-05
46,1.1510217707118713,0.004978477116914906,3.688873492943291e-05
47,1.1072189708055709,0.004498170148287385,3.0715006986833956e-05
48,1.1315186325660809,0.004064366640582317,2.5578142777456285e-05
49,1.1114998962181866,0.003672477850554589,2.1304198613802496e-05
50,1.1281960235747193,0.003318420381259191,1.7747857256777078e-05
51,1.1417447591575098,0.002998525069646079,1.478890909668125e-05
52,1.103292619008535,0.0027094864559192985,1.2327605755267665e-05
53,1.108476962811511,0.002448322453188148,1.0280687782460127e-05
54,1.100037779267684,0.002212341364016521,8.577361999378206e-06
55,1.0965050555455311,0.001999112484897502,7.1604122460247425e-06
56,1.0914888611319309,0.0018064405139474658,5.9803252993529575e-06
57,1.1117366166923732,0.0016323423753394043,4.9961997890966936e-06
58,1.0903571454325816,0.0014750266346223314,4.175011579114829e-06
