,0,1,2,3
0,1.0164479994872897,1.0149503950467205,0.89056623486749,0.7941618718171729
1,1.015052362522528,1.015759893369677,0.7966117655562521,0.6467696976601034
2,1.0141804801911847,1.0161016280989121,0.7159409869814863,0.5351959996292258
3,1.0191427756558467,1.0165114908233943,0.6458891566167761,0.4476896473266717
4,1.015542605697781,1.0151233449632666,0.584220204272952,0.37739759966109143
5,1.0150448229085514,1.0117979605191578,0.5296985364248308,0.3201230091074218
6,1.0191664538646543,1.0139733264424347,0.4814911249497102,0.27301444424261023
7,1.0207966612348944,1.0031592450752933,0.4389403877786569,0.23394978028896055
8,1.0147847554199834,1.0056005794786835,0.40123114959136347,0.20132254263902208
9,1.0146183767623564,1.0012712024971349,0.3677020002324259,0.17389956264057999
10,1.015355403824458,0.9971125328245541,0.33767708574883837,0.15072607166554366
11,1.0146256688495352,1.0191356685960307,0.31069623201253527,0.13110730674790358
12,1.013836406663649,1.014604199784886,0.28635956956202085,0.11440593320628188
13,1.0148548228565637,1.0082807043598763,0.26430413337820563,0.10012223842148034
14,1.0166199679398018,1.0036952463289757,0.24426952421031717,0.08783444118021586
15,1.0166368189691193,0.9839421560895945,0.22601947317566048,0.07722234931374936
16,1.0190048566158325,0.9582359017541114,0.20938218677482634,0.06801527103522459
17,1.0186930692155205,0.9377816600823177,0.1941854395348014,0.05999001784795959
18,1.018262282613753,0.9215649891087724,0.18026941714715183,0.05297138417448622
19,1.0182695156949464,0.909171366428664,0.16750213258623334,0.04681749670011851
20,1.0197174409696195,0.8970386118531255,0.15577531411471074,0.04140692399023961
21,1.0171451327822019,0.8934941468213807,0.1449799153950987,0.036641472828469
22,1.0147909093284209,0.8852134809352885,0.13502362522459696,0.032438104304021775
23,1.012881140136343,0.8303412817705333,0.1258307839053413,0.028726615814824226
24,1.0099098756079457,0.7655696805500722,0.11732558933341407,0.025447657014060862
25,1.0183109050404748,0.7073994017970235,0.10946271355707306,0.022549147237743036
26,1.0171217686470524,0.6554382948906302,0.10218857750924495,0.019985376895727512
27,1.0140811643947356,0.6091183843150183,0.09546190107703813,0.017716901974900886
28,1.0163964966277186,0.5673849775680345,0.08924304229532433,0.015708919638788725
29,1.0185536924044232,0.5296435026233399,0.08348278097806323,0.013931076796058222
30,1.0167399315328869,0.4952511163622853,0.07813661105626594,0.01235665786815148
31,1.0170825879629841,0.4637518314817605,0.07317276148232255,0.010961441924536986
32,1.0173597396599794,0.4347760692902249,0.06855918272256441,0.009724685063551283
33,1.0194506495858273,0.4080100364688016,0.06426352538367887,0.008628287690258092
34,1.0240264524883247,0.38322795837197815,0.06025622204617235,0.0076560073619107655
35,1.014727995345177,0.36030990661336365,0.05651460272663902,0.006793775934760709
36,1.0160537502954112,0.3390289922922724,0.05301781977524634,0.006029270057618407
37,1.0144786385721982,0.31923575657722225,0.049747220366535325,0.005351284907873338
38,1.0183781250068569,0.30079056480308497,0.046688728160531,0.00474985562455589
39,1.0166937908203493,0.2835742326037019,0.043827571986953126,0.004216243369460658
40,1.0150569843363786,0.26747964441204825,0.04114864189009207,0.003742772503823287
41,1.0183963666191884,0.25237584959729975,0.038639382739468285,0.003322651891072293
42,1.0140043397821006,0.2382615796702189,0.036288974785576175,0.0029498505725184905
43,1.022791218293547,0.225019700911923,0.03408617755379504,0.002619000886277191
44,1.017225138352711,0.21257884496684143,0.03202127598816024,0.002325378197971215
45,1.0179403429494036,0.2008791902318318,0.030084843400563402,0.0020647654772383973
46,1.0154930280222905,0.1898708737593998,0.028267981385741943,0.0018334046476859728
47,1.0229839674779881,0.17950740172543106,0.0265629814302775,0.0016280070263065042
48,1.017905344369758,0.16975193580019066,0.024962764705247584,0.0014456503952965294
49,1.0173480791600367,0.16057746046629928,0.02346088659886746,0.0012837494688902043
50,1.0179479083607863,0.15195039361653467,0.022050761380353716,0.0011400029121970772
51,1.0180569220746558,0.14382846015491707,0.02072638469776008,0.0010123739076369875
