,3200,4800,6400,11200
0,1.0282756941690614,1.0399884036351699,0.7822703079949153,0.721802775853582
1,1.0520488758707105,1.0351680898546,0.6212054007527509,0.5422046398014901
2,1.0541279205070646,1.0123816761815942,0.4989230923289468,0.4181288642026363
3,1.0540795053689833,0.9739374756699437,0.40405640093741985,0.3278809078228718
4,1.032944033464095,0.9276872386720699,0.3297401401976161,0.2604853511870798
5,1.0359783517632122,0.8169717475657758,0.27060534407234904,0.2088513755746421
6,1.056431328710596,0.7215316077852311,0.22316957803577958,0.16882170605676525
7,1.035078507758522,0.6413867098357706,0.18476220206251737,0.13747573199481433
8,1.0386797013171238,0.5722576775934104,0.15345437409799245,0.11263301904883667
9,1.0545845118714026,0.5129404874370633,0.12782709425152397,0.09275333642556748
10,1.04343448131951,0.4613241186823678,0.10673279212507324,0.07674108937976923
11,1.0501563090824775,0.4162363696507333,0.08931454245140301,0.0637108419638281
12,1.0444331241399116,0.3764812972288474,0.07487947962073356,0.05305559807175287
13,1.053712964441137,0.3413818599552116,0.06289223476793283,0.04433562534850049
14,1.0428393137630154,0.3103235365661773,0.05292012840621815,0.037149246486572154
15,1.040543447573346,0.282790689618049,0.044601657358239066,0.03118438181313946
16,1.0404874644282716,0.25832680973325217,0.03765498363906579,0.026212963497513817
17,1.0434577413983956,0.23650498854392962,0.03183918977593762,0.022055182246566024
18,1.0426577470912397,0.21697635078871752,0.026956568996827905,0.018573458228779132
19,1.0580643739095084,0.19943764457325203,0.022847783892159846,0.015655048941655356
20,1.0608733301139668,0.18367660934178484,0.019383304819270936,0.013203566563260043
21,1.0557600967151717,0.16948947704991754,0.01646021132104061,0.011140555319287152
22,1.0615081997891511,0.15665155155054822,0.013994154196186555,0.00940237871937647
23,1.0536211076220743,0.14500188856839016,0.011911564626097167,0.007937428684385813
24,1.052815021243196,0.13438156585865893,0.010147617430164825,0.006701870671911536
25,1.0633838134582092,0.12469146187983596,0.008651612185682058,0.005659276042027885
26,1.0604399663868345,0.11583678341631681,0.0073799875704298225,0.004779523697426958
27,1.0437320287376657,0.10772143566851378,0.006297453302545671,0.004036873046263046
28,1.0507176763407426,0.1002541627263611,0.005376259648131983,0.0034099124915417675
29,1.0470996427799817,0.09337211981962874,0.004592829245019858,0.0028806496709904324
30,1.0612190720960677,0.08703519664851271,0.0039275438156060865,0.002433770687130024
31,1.0610019845212522,0.0811814896454111,0.003362663829688278,0.0020563540727275213
32,1.0472538890219187,0.07575844482890058,0.002881393080846159,0.0017375754833084112
33,1.0608523546569886,0.07073368153291502,0.00247082332160129,0.001468298511043122
34,1.0714381957106005,0.06607026407018658,0.002120521141123363,0.0012408046622347422
35,1.0529726373476285,0.06173892071072883,0.0018215350027443542,0.0010486140143545185
36,1.0524338212655222,0.057708019860195005,0.0015659506906491175,0.0008862282752411682
37,1.0435173578423032,0.053954948419121324,0.00134712031833745,0.000749016925034488
38,1.0371859501623444,0.050457475000054805,0.0011598318157593635,0.0006330744226804726
39,1.0523239069421697,0.047194714396542777,0.0009996619830613118,0.0005350866382562015
40,1.0536101925523282,0.04414947157153575,0.000863171865960767,0.0004522747537902711
41,1.0466704853239603,0.04130625732087256,0.0007468512160235812,0.0003822887004260168
42,1.0280999731317513,0.03865165588097629,0.0006473221816593489,0.00032313889653624135
43,1.0533112496334471,0.03617159691749973,0.0005617399984747286,0.00027314748126897704
44,1.043932861709708,0.03385296919696799,0.00048798253720568307,0.0002308915519683998
