,0,1,2
0,inf,inf,5.276809179365423
1,inf,inf,140.7208167712398
2,inf,inf,1037.9114897272857
3,inf,inf,18572.99565551848
4,inf,inf,139211.12626886243
5,inf,inf,898448.2424105871
6,inf,inf,5604045.211098634
7,inf,inf,153977837.29993778
8,inf,inf,1880658048.0565484
9,inf,inf,13118782275.848022
10,inf,inf,216616553922.03394
11,inf,inf,1634023294712.782
12,inf,inf,10103156993789.203
13,inf,inf,224060347264762.2
14,inf,inf,5004203608520558.0
15,inf,inf,9.159927662116005e+16
16,inf,inf,1.1699283039711304e+18
17,inf,inf,8.753374916076303e+18
18,inf,inf,4.501158813246084e+19
19,inf,inf,4.088580977529151e+20
20,inf,inf,5.069749094464621e+21
21,inf,inf,1.3364166277122784e+23
22,inf,inf,2.3861327451084385e+24
23,inf,inf,3.948829995343232e+25
24,inf,inf,3.013314462820493e+26
25,inf,inf,1.896973375467914e+27
26,inf,inf,1.2702764210050931e+28
27,inf,inf,2.318982034694261e+29
28,inf,inf,1.742590750879262e+30
29,inf,inf,1.6296536705108573e+31
30,inf,inf,1.1193478670240375e+32
31,inf,inf,7.284830126453933e+32
32,inf,inf,5.843152503469628e+33
33,inf,inf,1.7266270796845068e+35
34,inf,inf,1.9006283890265275e+36
35,inf,inf,1.2348548841966838e+37
36,inf,inf,9.61961958566022e+37
37,inf,inf,2.5943282809301875e+39
38,inf,inf,2.6841903540830283e+40
39,inf,inf,2.5522648806246284e+41
40,inf,inf,1.2784379483358323e+42
41,inf,inf,1.1195074203383793e+43
42,inf,inf,8.117025656223361e+43
43,inf,inf,4.9520654646662766e+44
44,inf,inf,1.3252634476886598e+46
45,inf,inf,1.1985956195275206e+47
46,inf,inf,1.4077559293982318e+48
47,inf,inf,8.504463864909044e+48
48,inf,inf,1.4040613301908794e+50
49,inf,inf,9.69065880671605e+50
50,inf,inf,2.9593571237146026e+52
51,inf,inf,2.4070148550811323e+53
52,inf,inf,4.046521187605529e+54
53,inf,inf,2.683247138571602e+55
54,inf,inf,2.260645375209617e+56
55,inf,inf,3.428776198426842e+57
56,inf,inf,2.2658785909656938e+58
57,inf,inf,2.172585504458425e+59
58,inf,inf,1.868296216875495e+60
59,inf,inf,1.5159371420104747e+61
60,inf,inf,1.185257158637336e+62
61,inf,inf,8.716711982399636e+62
62,inf,inf,3.3600185341828133e+64
63,inf,inf,2.0855591178546001e+65
64,inf,inf,3.5665105555242935e+66
65,inf,inf,3.9737640017263734e+67
66,inf,inf,5.524588959627057e+68
67,inf,inf,1.614157513553331e+70
68,inf,inf,7.668955645484053e+70
69,inf,inf,5.571694774094207e+71
70,inf,inf,3.579148642131838e+72
71,inf,inf,6.085950739035352e+73
72,inf,inf,3.485590724981398e+74
73,inf,inf,2.35603171277836e+75
74,inf,inf,1.8784716881306444e+76
75,inf,inf,1.9318091874042127e+77
76,inf,inf,5.006500239732667e+78
77,inf,inf,5.639445334626032e+79
78,inf,inf,5.622138528003679e+80
79,inf,inf,9.297070660155597e+81
80,inf,inf,5.166694782229756e+82
81,inf,inf,3.6238412321369547e+83
82,inf,inf,2.1412188297377752e+84
83,inf,inf,2.5716380578131526e+85
84,inf,inf,5.153833586522412e+86
85,inf,inf,3.574507422639655e+87
86,inf,inf,2.839753294858068e+88
87,inf,inf,5.152086960351911e+89
88,inf,inf,1.7155897714774675e+91
89,inf,inf,3.290504772908148e+92
90,inf,inf,2.3070684641461644e+93
91,inf,inf,1.5426054763048003e+94
92,inf,inf,1.1143364073997642e+95
93,inf,inf,6.680666403677526e+95
94,inf,inf,4.270962302735803e+96
95,inf,inf,3.419656484159443e+97
96,inf,inf,7.373559168087437e+98
97,inf,inf,6.078583421923465e+99
98,inf,inf,5.611487001156689e+100
99,inf,inf,3.4922050550736244e+101
