,kziht300,atiht300,iht300,kziht450,atiht450,iht450,kziht600,atiht600,iht600,kziht750,atiht750,iht750,kziht900,atiht900,iht900,kziht1050,atiht1050,iht1050,kziht1200,atiht1200,iht1200,kziht1350,atiht1350,iht1350
0,0,0,0,0,34,0,0,50,0,0,39,0,50,49,0,50,50,0,50,50,0,50,50,0
