,kziht100,atiht100,iht100,kziht200,atiht200,iht200,kziht300,atiht300,iht300,kziht400,atiht400,iht400,kziht500,atiht500,iht500,kziht600,atiht600,iht600,kziht700,atiht700,iht700,kziht800,atiht800,iht800,kziht1000,atiht1000,iht1000,kziht1200,atiht1200,iht1200,kziht1300,atiht1300,iht1300,kziht1400,atiht1400,iht1400
0,0,0,0,0,0,0,0,44,0,0,46,0,0,50,31,0,50,50,3,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50
