,0,1,2
0,0.6033726080881923,0.6952538075829445,0.787076524584755
1,0.34396498185489555,0.43698001048369556,0.6094871405772387
2,0.21849561313734275,0.26440191913396277,0.4243520959691285
3,0.14361834785963823,0.1713004729068882,0.2977144667933498
4,0.09706005036410845,0.11462502773983,0.21013665862458544
5,0.06738211183372411,0.07984519136871782,0.1492503836179093
6,0.04766801508451064,0.05803769394842056,0.1134611143542879
7,0.03380095466031742,0.04082392326833914,0.08802569169258948
8,0.02445746082403296,0.029566330923272578,0.06796635843364862
9,0.017740393011592175,0.020881357439830477,0.05253945294552457
10,0.013141660146808898,0.015125097974389117,0.04196953845516498
11,0.00972857490081176,0.010984773747835597,0.033242221330607884
12,0.007220739070845534,0.008124457069740222,0.026607416017945727
13,0.0053819181494236526,0.005996861948827741,0.021020282100044422
14,0.0038532390809732755,0.004445007011531294,0.01683751607402318
15,0.002749305609536403,0.0032700255608620905,0.013477873046916281
16,0.002013452492949226,0.0024048018880983017,0.010936507666656138
17,0.0014721585306987596,0.001772297933544107,0.008671111956872875
18,0.001089307558234194,0.0013222591614107495,0.006960111943081296
19,0.0007969026598657641,0.0009923517903877945,0.0055602083926147156
20,0.0005730493912914657,0.000736639605183343,0.0045308714384131605
21,0.0004187235930299295,0.0005528211082935902,0.0036589471044085344
22,0.0003049687215829914,0.0004157964637731741,0.0029552761273428287
23,0.00022597472426529543,0.0003149382969409071,0.0023938828181665427
24,0.0001675464652482137,0.00023821114127475017,0.001947260322835556
25,0.00012418254974610408,0.0001828936600192123,0.001592610491534657
26,9.113481100510521e-05,0.00013880719492664857,0.0012824708878937726
27,6.74921319773847e-05,0.00010320813143271706,0.0010393173868344146
28,4.9828898114719894e-05,7.758531979775604e-05,0.0008444253225785055
29,3.691291870057676e-05,5.84190996349479e-05,0.0006962406619670214
30,2.718777704531463e-05,4.402102434609646e-05,0.0005725381509902373
31,1.9997398936818173e-05,3.33833115821262e-05,0.0004718777203785047
32,1.4690677080013556e-05,2.575546903628947e-05,0.0003820321267635321
33,1.0883618892683986e-05,1.9859619202059707e-05,0.0003103726228925967
34,8.026111018066961e-06,1.506872645400538e-05,0.00025167665076225636
35,5.9401430387985655e-06,1.1444090264220466e-05,0.0002052794268467106
36,4.375353036322149e-06,8.631423250171594e-06,0.00016813514907213417
37,3.2359424453595523e-06,6.665909648502128e-06,0.00013816437564265752
38,2.3944805672832673e-06,5.075086505395899e-06,0.00011302726016271944
39,1.7733418864462298e-06,3.903481548958835e-06,9.226140966466088e-05
40,1.3119540108254655e-06,2.8821356097066417e-06,7.654608572533035e-05
41,9.708237215170919e-07,2.1714016072226355e-06,6.304119985712345e-05
42,7.214567659328136e-07,1.6468694880865578e-06,5.140941174394955e-05
43,5.389628377135872e-07,1.2638625605610232e-06,4.216757974864222e-05
44,3.9519280982376157e-07,9.474808406316762e-07,3.438841162317905e-05
45,2.9148564071927596e-07,7.231517811430875e-07,2.852110069779139e-05
