,kziht600,atiht600,iht600,kziht750,atiht750,iht750,kziht900,atiht900,iht900,kziht1050,atiht1050,iht1050,kziht1200,atiht1200,iht1200,kziht1350,atiht1350,iht1350,kziht1500,atiht1500,iht1500,kziht1650,atiht1650,iht1650
0,0,0,0,0,0,0,47,11,0,50,31,0,50,46,0,50,49,0,49,48,0,50,50,0
