,kziht600,atiht600,iht600,kziht700,atiht700,iht700,kziht800,atiht800,iht800,kziht900,atiht900,iht900,kziht1000,atiht1000,iht1000,kziht1100,atiht1100,iht1100,kziht1200,atiht1200,iht1200,kziht1300,atiht1300,iht1300,kziht1400,atiht1400,iht1400,kziht1500,atiht1500,iht1500,kziht1600,atiht1600,iht1600
0,0,0,0,0,0,0,0,7,0,0,43,0,46,50,0,50,50,0,50,50,0,50,50,0,50,50,0,50,50,0,50,50,20
