,0,1,2
0,0.5379260155331365,0.6297826677212486,0.7903297725343021
1,0.29180620730798557,0.3721562109821029,0.5341715830132172
2,0.17187315150440607,0.23105085546093584,0.3553544650617787
3,0.10494422676784405,0.14590263705068146,0.24856280576197282
4,0.06405283696999634,0.09625481865917236,0.17213462009801267
5,0.04031404868409054,0.06302064529438911,0.12251436730347923
6,0.0278358871688485,0.04372185081088206,0.08932546592454352
7,0.018489943495082692,0.031055631977050916,0.06476251805752933
8,0.011919040447346912,0.021404631431598355,0.04785636348613792
9,0.0081421074655671,0.01576753710482741,0.03605146713092903
10,0.0054714922234693104,0.010964761761025822,0.027218827940447474
11,0.0037573725417202756,0.007972873185459887,0.020939656363847425
12,0.0025555743601872994,0.005777642424934116,0.01586690862913981
13,0.001757021243274713,0.004096754067735767,0.012030788530532797
14,0.0011982338285392545,0.0029810768670068986,0.009239623578623289
15,0.0008165164448219661,0.0021178644296663356,0.0070829964484192725
16,0.0005632183394908435,0.0015263596144528284,0.005533306086249865
17,0.0003807443255686495,0.0011154059221101776,0.004226470941569849
18,0.000262494255602085,0.0008068079116935908,0.0032786916198056845
19,0.00018192454359865933,0.0005997147647205657,0.002568382672611531
20,0.00012318807286811124,0.0004476826234463315,0.0019725300840303934
21,8.43227193235479e-05,0.00032367318676681655,0.0015371560562335465
22,5.766963929341251e-05,0.00023182578007613597,0.0011912157192046256
23,3.894901552029032e-05,0.00017305189209780285,0.0009335580457698148
24,2.7589436379419812e-05,0.00012513430302815118,0.0007283297195146888
25,1.8818733929498147e-05,9.343732588332329e-05,0.0005769328412063335
26,1.3109501698760104e-05,6.673707630969003e-05,0.00045623767251893303
27,9.265246998439619e-06,5.0211600020909813e-05,0.0003542332891861553
28,6.406219342681287e-06,3.688019390251839e-05,0.0002742268370988561
29,4.421453881702104e-06,2.7461686689261853e-05,0.00021604313129736072
30,3.0792351273537092e-06,2.04771514812008e-05,0.0001690016246856726
31,2.135966966710925e-06,1.5087159351091785e-05,0.00013341823011480205
32,1.471862816997741e-06,1.1039905909793748e-05,0.00010548440317048599
33,1.029823833663546e-06,7.971878520500595e-06,8.354122286494391e-05
34,7.142224429666655e-07,5.976861828607167e-06,6.5480858490333e-05
35,4.87155967161262e-07,4.381845522251943e-06,5.205158381435007e-05
